[0712/152533:ERROR:process_info.cc(608)] range at 0xff308000, size 0x230 fully unreadable
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\PSAPI.DLL
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x702a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINSPOOL.DRV
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x72040000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.9600.17031_none_a9efdb8b01377ea7\COMCTL32.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\COMDLG32.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75470000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\ole32.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x762c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\OLEAUT32.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75580000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\NSI.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x73cd0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINNSI.DLL
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x73ce0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\IPHLPAPI.DLL
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75eb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WS2_32.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x71fa0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\USP10.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76010000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\MSASN1.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75d30000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\CRYPT32.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76280000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINTRUST.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74ce0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\Secur32.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0xf3a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\51.0.2704.103\chrome_child.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0x6a970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\dwrite.dll
[0721/184910:ERROR:process_reader_win.cc(232)] ReadMemory at 0xf5c374 of 12 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/184910:WARNING:process_snapshot_win.cc(102)] ReadMemory ExceptionInformation failed
[0721/184910:WARNING:crash_report_exception_handler.cc(60)] ProcessSnapshotWin::InitializeException failed
[0721/184910:ERROR:scoped_process_suspend.cc(38)] NtResumeProcess, ntstatus=-1073741558
[0721/184915:ERROR:process_info.cc(608)] range at 0xffcde000, size 0x230 fully unreadable
[0721/184915:ERROR:process_reader_win.cc(172)] ResumeThread: The operation completed successfully. (0x0)
[0721/184915:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184915:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184915:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184915:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184915:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184915:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184915:ERROR:process_info.cc(608)] range at 0xffcdd000, size 0xf84 fully unreadable
[0721/184915:ERROR:exception_snapshot_win.cc(57)] thread ID 11728 not found in process
[0721/184915:WARNING:crash_report_exception_handler.cc(60)] ProcessSnapshotWin::InitializeException failed
[0721/184916:ERROR:process_info.cc(608)] range at 0xfe6ae000, size 0x230 fully unreadable
[0721/184917:ERROR:process_reader_win.cc(172)] ResumeThread: The operation completed successfully. (0x0)
[0721/184917:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184917:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184917:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184917:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184917:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184917:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184917:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/184917:ERROR:exception_snapshot_win.cc(57)] thread ID 23208 not found in process
[0721/184917:WARNING:crash_report_exception_handler.cc(60)] ProcessSnapshotWin::InitializeException failed
[0721/184919:ERROR:process_info.cc(608)] range at 0xff5df000, size 0x230 fully unreadable
[0721/184919:ERROR:process_info.cc(608)] range at 0xff5dc000, size 0xf84 fully unreadable
[0721/184919:ERROR:process_info.cc(608)] range at 0xff5d6000, size 0xf84 fully unreadable
[0721/184919:ERROR:process_info.cc(608)] range at 0xff5af000, size 0xf84 fully unreadable
[0721/184919:ERROR:process_info.cc(608)] range at 0xff5ac000, size 0xf84 fully unreadable
[0721/184919:ERROR:process_info.cc(608)] range at 0xff5a9000, size 0xf84 fully unreadable
[0721/184919:ERROR:process_info.cc(608)] range at 0xff5a6000, size 0xf84 fully unreadable
[0721/184919:ERROR:process_info.cc(608)] range at 0xff47f000, size 0xf84 fully unreadable
[0721/184919:ERROR:process_info.cc(608)] range at 0xff47c000, size 0xf84 fully unreadable
[0721/184919:ERROR:process_info.cc(608)] range at 0xff479000, size 0xf84 fully unreadable
[0721/190204:ERROR:process_info.cc(608)] range at 0xfea6e000, size 0x230 fully unreadable
[0721/190204:ERROR:process_info.cc(608)] range at 0xfea6d000, size 0xf84 fully unreadable
[0721/190204:ERROR:process_info.cc(608)] range at 0xfea67000, size 0xf84 fully unreadable
[0721/190204:ERROR:process_info.cc(608)] range at 0xfea3f000, size 0xf84 fully unreadable
[0721/190204:ERROR:process_info.cc(608)] range at 0xfea3c000, size 0xf84 fully unreadable
[0721/190204:ERROR:process_info.cc(608)] range at 0xfea39000, size 0xf84 fully unreadable
[0721/190204:ERROR:process_info.cc(608)] range at 0xfea36000, size 0xf84 fully unreadable
[0721/190204:ERROR:process_info.cc(608)] range at 0xfe90f000, size 0xf84 fully unreadable
[0721/190204:ERROR:process_info.cc(608)] range at 0xfe90c000, size 0xf84 fully unreadable
[0721/190204:ERROR:process_info.cc(608)] range at 0xfe909000, size 0xf84 fully unreadable
[0721/190234:ERROR:process_info.cc(608)] range at 0xfe61e000, size 0x230 fully unreadable
[0721/190234:ERROR:process_info.cc(608)] range at 0xfe61d000, size 0xf84 fully unreadable
[0721/190234:ERROR:process_info.cc(608)] range at 0xfe617000, size 0xf84 fully unreadable
[0721/190234:ERROR:process_info.cc(608)] range at 0xfe5ef000, size 0xf84 fully unreadable
[0721/190234:ERROR:process_info.cc(608)] range at 0xfe5ec000, size 0xf84 fully unreadable
[0721/190234:ERROR:process_info.cc(608)] range at 0xfe5e9000, size 0xf84 fully unreadable
[0721/190234:ERROR:process_info.cc(608)] range at 0xfe5e6000, size 0xf84 fully unreadable
[0721/190234:ERROR:process_info.cc(608)] range at 0xfe4bf000, size 0xf84 fully unreadable
[0721/190234:ERROR:process_info.cc(608)] range at 0xfe4bc000, size 0xf84 fully unreadable
[0721/190234:ERROR:process_info.cc(608)] range at 0xfe4b9000, size 0xf84 fully unreadable
[0721/192158:ERROR:process_info.cc(608)] range at 0xff4fe000, size 0x230 fully unreadable
[0721/192159:ERROR:process_reader_win.cc(141)] SuspendThread: Access is denied. (0x5)
[0721/192159:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0721/192159:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0721/192159:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0721/192159:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0721/192159:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0721/192159:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0721/192159:ERROR:process_reader_win.cc(113)] NtOpenThread: An invalid Client ID was specified.  (0xc000000b)
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0xea0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x77650000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\ntdll.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x758a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\KERNELBASE.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75ae0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\KERNEL32.DLL
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75690000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\msvcrt.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74ff0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\bcryptPrimitives.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75050000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\CRYPTBASE.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75060000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\SspiCli.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76020000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\RPCRT4.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x750b0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\sechost.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75a60000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\ADVAPI32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x71fc0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\51.0.2704.103\chrome_elf.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74d10000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\VERSION.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x750f0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\cfgmgr32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x70e60000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\DEVOBJ.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x70280000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINMMBASE.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75c20000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\GDI32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75130000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\USER32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x714e0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Kaspersky Lab\Kaspersky Anti-Virus 16.0.0\inproc_agent.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74bf0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Kaspersky Lab\Kaspersky Anti-Virus 16.0.0\product_info.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x714a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\ProgramData\Kaspersky Lab\AVP16.0.0\Bases\klsihk.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75f10000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\MSCTF.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75080000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\system32\IMM32.DLL
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x704b0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINMM.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74c90000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\profapi.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74cf0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\USERENV.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74d80000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WTSAPI32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75290000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\combase.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x73d00000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINHTTP.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75630000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\SHLWAPI.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x763c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\SHELL32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x72a30000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\shcore.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75f00000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\PSAPI.DLL
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x702a0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINSPOOL.DRV
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x72040000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.9600.17031_none_a9efdb8b01377ea7\COMCTL32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\COMDLG32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75470000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\ole32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x762c0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\OLEAUT32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75580000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\NSI.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x73cd0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINNSI.DLL
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x73ce0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\IPHLPAPI.DLL
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75eb0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WS2_32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x71fa0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\USP10.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76010000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\MSASN1.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x75d30000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\CRYPT32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x76280000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\WINTRUST.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x74ce0000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\Secur32.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0xf890000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\51.0.2704.103\chrome_child.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0x6a970000 of 64 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:pe_image_reader.cc(280)] could not read dos header from C:\windows\SYSTEM32\dwrite.dll
[0721/192159:ERROR:process_reader_win.cc(232)] ReadMemory at 0xf5c374 of 12 bytes failed: Only part of a ReadProcessMemory or WriteProcessMemory request was completed. (0x12B)
[0721/192159:WARNING:process_snapshot_win.cc(102)] ReadMemory ExceptionInformation failed
[0721/192159:WARNING:crash_report_exception_handler.cc(60)] ProcessSnapshotWin::InitializeException failed
[0721/192159:ERROR:scoped_process_suspend.cc(38)] NtResumeProcess, ntstatus=-1073741558
[0721/194124:ERROR:process_info.cc(608)] range at 0xfe35d000, size 0x230 fully unreadable
[0721/194124:ERROR:process_info.cc(608)] range at 0xfe35c000, size 0xf84 fully unreadable
[0721/194124:ERROR:process_info.cc(608)] range at 0xfe356000, size 0xf84 fully unreadable
[0721/194124:ERROR:process_info.cc(608)] range at 0xfe32f000, size 0xf84 fully unreadable
[0721/194124:ERROR:process_info.cc(608)] range at 0xfe32c000, size 0xf84 fully unreadable
[0721/194124:ERROR:process_info.cc(608)] range at 0xfe329000, size 0xf84 fully unreadable
[0721/194124:ERROR:process_info.cc(608)] range at 0xfe326000, size 0xf84 fully unreadable
[0721/194124:ERROR:process_info.cc(608)] range at 0xfe1ff000, size 0xf84 fully unreadable
[0721/194124:ERROR:process_info.cc(608)] range at 0xfe1fc000, size 0xf84 fully unreadable
[0721/194124:ERROR:process_info.cc(608)] range at 0xfe1f9000, size 0xf84 fully unreadable
[0721/194145:ERROR:process_info.cc(608)] range at 0xff6b3000, size 0x230 fully unreadable
[0721/194145:ERROR:process_info.cc(608)] range at 0xff6bf000, size 0xf84 fully unreadable
[0721/194145:ERROR:process_info.cc(608)] range at 0xff6b9000, size 0xf84 fully unreadable
[0721/194145:ERROR:process_info.cc(608)] range at 0xff68f000, size 0xf84 fully unreadable
[0721/194145:ERROR:process_info.cc(608)] range at 0xff68c000, size 0xf84 fully unreadable
[0721/194145:ERROR:process_info.cc(608)] range at 0xff689000, size 0xf84 fully unreadable
[0721/194145:ERROR:process_info.cc(608)] range at 0xff686000, size 0xf84 fully unreadable
[0721/194145:ERROR:process_info.cc(608)] range at 0xff55f000, size 0xf84 fully unreadable
[0721/194145:ERROR:process_info.cc(608)] range at 0xff55c000, size 0xf84 fully unreadable
[0721/194145:ERROR:process_info.cc(608)] range at 0xff559000, size 0xf84 fully unreadable
[0721/194204:ERROR:process_info.cc(608)] range at 0xfe69e000, size 0x230 fully unreadable
[0721/194205:ERROR:process_info.cc(608)] range at 0xfe69d000, size 0xf84 fully unreadable
[0721/194205:ERROR:process_info.cc(608)] range at 0xfe697000, size 0xf84 fully unreadable
